data,Somalia,jowhar,hargeysa,buuhoodle,burco,sheikh,caynabo,laas_caanood,owdweyne,ceel_afweyn,xudun,ceerigaabo,laasqoray,bossaso,xamar_weyne,qardho,garowe,burtinle,gaalkacyo,galdogob,hobyo,dhuusamarreeb,cabudwaaq,cadaado,belet_weyne,waaberi,boondheere,marka,afgooye,hodan,wanla_weyn,baidoa,diinsoor,xudur,ceel_barde,waajid,garbahaarey,baardheere,ceel_waaq,doolow,belet_xaawo,luuq,kismayo,afmadow,lughaye,zeylac,dharkenley,daynile,hawl_wadaag,kahda,baki,borama,berbera,gebiley,cabdlcasiis,karaan,shibis,shangaani,wadajir,wardhiigleey,xamar_jabjab,yaaqshiid
Average,6.92,8.26,6.36,2.69,0,0,0,22.5,0.56,2.5,2.56,0,0.13,4.19,4.71,7.5,15.26,1.25,16.45,2.6,28,4.5,4.75,2,14.71,28,25,0,0.87,4.61,0.17,6.99,0,1.67,0,0,2,4.75,8,5,3.38,6.77,7.91,6.78,0,1.6,11.63,7.27,2.38,4.49,0,3.5,0.4,12.5,8.11,30,0,5.86,10.95,1.36,0,18
None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.38,2.58,0.2,0,0,0,0.25,0,0,1.38,2.33,0.78,0,0.02,0,1.08,1.22,0,0,0,0,0,2.38,0,0.68,0,0,0,0.22,0.05,0.17,0.16,0,0,0,0,0.75,3.75,0,0,0,0.77,0,0,0,0,0.04,0.44,0,0.55,0,0,0.1,0,1.94,0,0,0,0.53,2.09,0,1.67
"In the past 3 months, have fires occurred in this site?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,82.84,95.65,60,75,73.33,50,50,83.33,66.67,62.5,100,66.67,100,66.67,100,75,22.22,100,76.14,100,100,100,62.5,100,83.7,100,100,71.43,89.87,78.38,100,81.66,58.33,100,100,33.33,25,50,66.67,50,50,84.62,89.56,66.67,68.42,80,81.48,87.13,76.19,90.75,87.5,80,80,100,83.33,100,100,71.43,68.42,63.64,33.33,83.33
Yes,17.16,4.35,40,25,26.67,50,50,16.67,33.33,37.5,0,33.33,0,33.33,0,25,77.78,0,23.86,0,0,0,37.5,0,16.3,0,0,28.57,10.13,21.62,0,18.34,41.67,0,0,66.67,75,50,33.33,50,50,15.38,10.44,33.33,31.58,20,18.52,12.87,23.81,9.25,12.5,20,20,0,16.67,0,0,28.57,31.58,36.36,66.67,16.67
"In the past 3 months, how many shelters have been destroyed by fires in this site?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,9.83,21,8.8,4.25,1.5,1.75,4.25,2.33,1.33,2,NA,1.67,NA,17.56,NA,3,6.9,NA,2.71,NA,NA,NA,2,NA,72.07,NA,NA,4.5,5.12,6.31,NA,8,16.8,NA,NA,3,12.67,2.5,20,10,4.25,2,6.26,21.17,1.83,3,24.8,7.7,4.8,6.56,2,3,1.5,NA,3.67,NA,NA,1.5,22.83,3.75,4.5,2
"In the past 12 months, has flooding occurred in this site?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,64.85,63.77,68,75,26.67,75,75,94.44,66.67,62.5,88.89,55.56,100,0,57.14,16.67,51.85,50,90.91,20,100,70,50,0,21.74,50,75,57.14,89.87,43.24,100,68.76,0,88.89,100,83.33,50,100,66.67,50,100,100,67.03,55.56,94.74,20,51.85,67.82,85.71,64.45,50,90,100,50,55.56,0,75,100,73.68,45.45,33.33,83.33
Yes,35.15,36.23,32,25,73.33,25,25,5.56,33.33,37.5,11.11,44.44,0,100,42.86,83.33,48.15,50,9.09,80,0,30,50,100,78.26,50,25,42.86,10.13,56.76,0,31.24,100,11.11,0,16.67,50,0,33.33,50,0,0,32.97,44.44,5.26,80,48.15,32.18,14.29,35.55,50,10,0,50,44.44,100,25,0,26.32,54.55,66.67,16.67
"In the past 12 months, how many shelters have been destroyed by flooding in this site?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,31.05,27.36,76.5,49,197.09,7.5,17,23,14.17,16.67,2,7.75,NA,70.4,342,32.9,8.85,12.5,53.75,22.5,NA,58,19.25,90,66.4,17.17,11,6,117.88,28.1,NA,15.2,6.5,2,NA,4,15,NA,10,20,NA,NA,8.07,21.25,10,34,34.54,26.79,13.67,14.24,43.75,10,NA,9,9.38,52,2,NA,43.8,10.5,13.5,20
Is there any public lighting throughout the site?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,70.14,68.12,20,87.5,46.67,75,75,83.33,100,50,100,66.67,60,39.58,42.86,33.33,40.74,50,79.55,100,66.67,80,100,0,60.87,50,75,85.71,92.41,89.19,100,57.39,66.67,100,100,83.33,75,100,66.67,50,87.5,69.23,32.42,55.56,94.74,100,62.96,82.99,76.19,93.06,100,70,90,25,100,50,50,28.57,68.42,63.64,66.67,66.67
Yes,29.86,31.88,80,12.5,53.33,25,25,16.67,0,50,0,33.33,40,60.42,57.14,66.67,59.26,50,20.45,0,33.33,20,0,100,39.13,50,25,14.29,7.59,10.81,0,42.61,33.33,0,0,16.67,25,0,33.33,50,12.5,30.77,67.58,44.44,5.26,0,37.04,17.01,23.81,6.94,0,30,10,75,0,50,50,71.43,31.58,36.36,33.33,33.33
"Within or around this site, is there access to a market where Non-Food Items and/or construction materials can be purchased?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,57.23,26.09,28,25,13.33,62.5,75,11.11,33.33,100,22.22,33.33,0,64.58,100,25,29.63,0,14.77,100,33.33,20,25,0,27.17,75,75,28.57,31.65,50,16.67,86.59,91.67,100,100,100,25,75,100,50,25,38.46,59.34,77.78,36.84,0,92.59,61.38,90.48,43.35,0,50,50,100,38.89,50,50,85.71,73.68,72.73,66.67,83.33
No,42.77,73.91,72,75,86.67,37.5,25,88.89,66.67,0,77.78,66.67,100,35.42,0,75,70.37,100,85.23,0,66.67,80,75,100,72.83,25,25,71.43,68.35,50,83.33,13.41,8.33,0,0,0,75,25,0,50,75,61.54,40.66,22.22,63.16,100,7.41,38.62,9.52,56.65,100,50,50,0,61.11,50,50,14.29,26.32,27.27,33.33,16.67
Which of these items are available for purchase at the market(s)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicines,62,28,14,75,100,80,67,100,50,75,50,33,NA,45,100,100,62,NA,31,40,100,50,0,NA,72,56,100,100,64,68,100,56,27,0,100,100,0,33,67,0,0,80,69,86,86,NA,72,67,89,68,NA,100,100,50,86,0,100,67,57,88,100,100
Hygienic menstruation materials,51,28,29,75,100,40,0,0,50,12,100,0,NA,48,86,33,12,NA,8,20,0,100,100,NA,80,56,100,50,52,59,100,41,9,0,100,83,0,33,67,0,0,0,52,29,57,NA,56,66,68,58,NA,100,100,0,43,0,100,67,64,88,100,100
Local construction materials,53,17,57,75,100,60,17,100,50,62,100,67,NA,19,100,33,0,NA,54,100,0,100,0,NA,64,44,100,50,80,57,100,44,0,0,75,33,0,0,33,0,0,0,48,21,86,NA,76,66,84,63,NA,100,100,0,43,100,100,83,29,88,50,100
Clothes,68,22,29,75,100,80,83,100,67,100,50,67,NA,29,86,100,12,NA,15,100,100,100,100,NA,64,33,67,50,72,46,0,74,82,100,75,17,0,100,100,100,100,40,83,50,100,NA,80,66,79,61,NA,100,100,50,29,100,100,100,36,75,100,100
Sleeping mats,46,6,29,75,50,40,0,50,50,0,50,67,NA,10,57,0,0,NA,69,80,0,50,100,NA,60,22,67,0,48,30,0,55,55,0,50,33,100,100,100,100,0,20,60,43,86,NA,56,36,58,35,NA,40,100,0,29,0,50,50,43,62,50,100
Plastic sheets,51,50,71,75,100,100,50,100,50,100,50,67,NA,26,57,33,0,NA,46,60,0,100,50,NA,80,56,67,100,44,27,0,55,18,0,50,17,0,100,67,100,50,0,56,29,100,NA,28,48,47,46,NA,100,100,75,29,0,50,50,50,62,50,80
Blankets,41,11,14,75,50,100,17,100,50,88,50,67,NA,6,57,100,25,NA,15,100,0,100,0,NA,64,22,67,50,36,24,0,43,45,0,25,17,0,67,100,100,0,0,56,21,100,NA,28,37,68,36,NA,100,100,25,29,0,50,50,43,50,50,80
Jerry cans or buckets,49,39,71,75,100,100,33,100,33,100,50,67,NA,16,43,100,25,NA,54,40,100,50,100,NA,68,11,33,50,44,51,0,55,55,0,25,17,100,67,100,100,100,20,53,21,86,NA,8,42,74,37,NA,100,100,100,57,0,50,50,57,50,50,100
Wash basins,44,22,57,75,50,80,33,100,33,75,50,67,NA,19,57,67,0,NA,8,40,0,100,100,NA,64,11,33,0,24,54,0,47,45,0,25,17,100,33,100,100,50,0,66,14,86,NA,20,44,58,33,NA,100,100,25,57,0,0,33,43,50,50,100
Cooking utensils,46,28,14,75,50,80,50,50,50,88,50,67,NA,23,43,33,12,NA,23,40,0,100,100,NA,52,22,33,0,12,54,0,46,82,11,50,0,0,33,100,0,50,40,69,0,86,NA,28,51,68,30,NA,100,100,25,43,0,0,50,50,50,50,100
Soap,56,44,57,100,100,60,100,100,50,100,100,100,NA,74,29,67,0,NA,23,0,0,100,100,NA,64,22,33,0,16,51,0,65,91,0,50,0,100,33,67,100,0,100,69,43,100,NA,20,56,63,34,NA,100,100,75,57,100,0,33,36,50,50,100
Mosquito nets,37,33,29,75,100,40,67,0,33,88,50,33,NA,13,14,33,0,NA,0,40,0,100,100,NA,24,0,33,0,12,35,0,41,36,0,50,0,100,33,100,100,50,0,56,21,14,NA,12,37,63,23,NA,20,100,25,57,100,0,17,36,50,50,80
Solar lamp,14,39,0,50,0,60,0,50,0,50,0,0,NA,3,0,33,0,NA,0,0,0,50,0,NA,4,0,33,0,4,22,0,11,9,0,0,0,0,0,0,0,0,0,23,0,0,NA,8,21,37,5,NA,0,100,0,14,0,0,0,21,38,0,40
None,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,25,NA,8,0,0,0,0,NA,4,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,3,0,8,NA,0,0,0,14,0,0,0,0,12,0,0
How long does it take for MOST residents of the site to WALK to the nearest market where Non-Food Items and/or construction materials can be purchased (TRAVEL ONE WAY)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Between 15 and 30 minutes,38.75,21.43,28.57,0,0,33.33,25,50,40,0,50,33.33,NA,26.92,60,66.67,12.5,NA,0,0,100,100,100,NA,40,14.29,50,50,81.25,42.42,100,29.62,14.29,100,50,100,NA,0,0,100,0,0,59.57,50,33.33,NA,19.05,48.11,41.18,43.2,NA,50,0,25,0,0,0,20,50,42.86,50,60
Less than 15 minutes,30.76,50,42.86,25,50,66.67,25,50,40,42.86,0,66.67,NA,46.15,40,33.33,87.5,NA,18.18,0,0,0,0,NA,10,85.71,50,0,12.5,39.39,0,25.32,28.57,0,0,0,NA,0,0,0,100,100,24.47,7.14,50,NA,80.95,29.72,47.06,33.6,NA,0,0,50,50,100,100,60,42.86,28.57,50,40
Between 30minutes and one hour,24.14,28.57,28.57,50,0,0,50,0,20,0,50,0,NA,19.23,0,0,0,NA,72.73,100,0,0,0,NA,45,0,0,50,6.25,18.18,0,35.95,57.14,0,0,0,NA,100,100,0,0,0,14.89,14.29,0,NA,0,16.04,11.76,21.6,NA,50,20,25,33.33,0,0,20,0,28.57,0,0
More than one hour,6.36,0,0,25,50,0,0,0,0,57.14,0,0,NA,7.69,0,0,0,NA,9.09,0,0,0,0,NA,5,0,0,0,0,0,0,9.11,0,0,50,0,NA,0,0,0,0,0,1.06,28.57,16.67,NA,0,6.13,0,1.6,NA,0,80,0,16.67,0,0,0,7.14,0,0,0
nfi_access_dist_min_int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fifteen,38.75,21.43,28.57,0,0,33.33,25,50,40,0,50,33.33,NA,26.92,60,66.67,12.5,NA,0,0,100,100,100,NA,40,14.29,50,50,81.25,42.42,100,29.62,14.29,100,50,100,NA,0,0,100,0,0,59.57,50,33.33,NA,19.05,48.11,41.18,43.2,NA,50,0,25,0,0,0,20,50,42.86,50,60
zero,30.76,50,42.86,25,50,66.67,25,50,40,42.86,0,66.67,NA,46.15,40,33.33,87.5,NA,18.18,0,0,0,0,NA,10,85.71,50,0,12.5,39.39,0,25.32,28.57,0,0,0,NA,0,0,0,100,100,24.47,7.14,50,NA,80.95,29.72,47.06,33.6,NA,0,0,50,50,100,100,60,42.86,28.57,50,40
thirty,24.14,28.57,28.57,50,0,0,50,0,20,0,50,0,NA,19.23,0,0,0,NA,72.73,100,0,0,0,NA,45,0,0,50,6.25,18.18,0,35.95,57.14,0,0,0,NA,100,100,0,0,0,14.89,14.29,0,NA,0,16.04,11.76,21.6,NA,50,20,25,33.33,0,0,20,0,28.57,0,0
sixty,6.36,0,0,25,50,0,0,0,0,57.14,0,0,NA,7.69,0,0,0,NA,9.09,0,0,0,0,NA,5,0,0,0,0,0,0,9.11,0,0,50,0,NA,0,0,0,0,0,1.06,28.57,16.67,NA,0,6.13,0,1.6,NA,0,80,0,16.67,0,0,0,7.14,0,0,0
"For residents of this site, what is the maximum amount of time (in minutes) that it would take to walk to the nearest NFI and construction materials market?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Less than 30 minutes,46.82,37.5,57.14,25,50,66.67,66.67,100,75,50,0,100,NA,53.57,85.71,100,75,NA,16.67,0,100,0,0,NA,23.81,62.5,100,0,40,66.67,0,28.68,33.33,100,0,0,0,0,0,0,100,100,55.68,57.14,50,NA,96,51.13,73.68,64,NA,0,0,75,57.14,100,100,66.67,69.23,50,50,100
Between 30minutes and one hour,39.88,62.5,14.29,50,0,33.33,33.33,0,25,0,100,0,NA,28.57,14.29,0,25,NA,58.33,100,0,100,100,NA,71.43,37.5,0,100,60,33.33,100,48.48,55.56,0,50,100,0,66.67,66.67,100,0,0,39.77,7.14,33.33,NA,4,40.72,26.32,28.8,NA,50,0,0,28.57,0,0,33.33,23.08,33.33,50,0
More than one hour and two hours,11.79,0,28.57,25,50,0,0,0,0,33.33,0,0,NA,17.86,0,0,0,NA,25,0,0,0,0,NA,4.76,0,0,0,0,0,0,21.83,11.11,0,50,0,100,33.33,33.33,0,0,0,4.55,7.14,16.67,NA,0,7.24,0,4.8,NA,50,20,25,14.29,0,0,0,7.69,16.67,0,0
More than two hours,1.51,0,0,0,0,0,0,0,0,16.67,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,28.57,0,NA,0,0.9,0,2.4,NA,0,80,0,0,0,0,0,0,0,0,0
"For any of the following groups, are there any impediments to accessing NFI and construction materials markets?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Women,37,22,43,25,0,0,17,0,33,12,0,0,NA,19,57,0,88,NA,0,0,100,0,0,NA,4,44,33,0,44,35,0,37,0,0,0,100,100,0,67,0,0,0,33,57,14,NA,60,45,32,47,NA,20,60,50,29,0,50,83,29,50,100,20
Children,51,6,43,25,0,0,17,50,33,0,0,0,NA,16,43,0,62,NA,0,0,0,0,0,NA,0,33,33,0,48,43,0,69,9,0,75,100,100,67,0,0,0,20,44,29,86,NA,64,47,42,51,NA,20,60,0,29,0,0,67,29,62,100,20
Elders (Persons age 60 and more),65,72,43,50,50,20,17,50,100,100,50,0,NA,65,43,0,75,NA,8,0,0,0,50,NA,8,33,33,50,72,43,0,80,91,0,100,0,100,100,100,100,0,60,74,79,86,NA,56,57,58,61,NA,100,100,50,71,0,50,67,29,62,100,60
"Persons with difficulty seeing, hearing, or moving around",53,50,0,50,50,20,17,0,83,100,50,0,NA,39,57,0,12,NA,46,40,0,0,0,NA,4,11,33,50,64,54,0,73,91,0,75,0,100,67,100,100,0,80,53,36,86,NA,32,36,74,35,NA,40,100,25,71,0,50,50,43,88,50,100
Minorities (persons not affiliated with the majority group / not affiliated with any clan / from another area as the majority of the other residents),10,0,0,0,0,0,0,0,0,0,0,0,NA,10,43,0,0,NA,0,0,0,0,0,NA,8,11,0,0,8,3,0,19,0,0,0,0,0,0,67,0,0,0,7,21,0,NA,8,4,11,4,NA,0,0,0,0,0,0,0,0,50,0,40
There are no impediments for any of the above groups,14,6,57,50,50,80,67,50,0,0,50,100,NA,3,0,0,0,NA,54,60,0,50,50,NA,60,11,33,0,16,11,100,5,0,100,0,0,0,0,0,0,100,0,20,7,14,NA,12,19,5,13,NA,0,0,50,29,0,50,0,43,0,0,0
Do not know,5,17,0,0,0,0,0,0,0,0,0,0,NA,6,14,67,0,NA,0,0,0,50,0,NA,28,44,33,50,16,5,0,1,0,11,0,0,0,0,0,0,0,0,6,0,0,NA,4,5,5,6,NA,0,0,0,0,100,50,0,0,0,0,0
Other,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,33,0,NA,0,0,0,0,0,NA,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
How many water sources (for drinking and domestic use) are present?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,2.21,3.2,2.17,40.75,2.8,3.5,1.38,1.33,12.83,1.75,1.78,4.11,1,2.85,3.86,1.42,2.05,1.33,1.92,1.6,2.33,1.1,1.5,2,1.38,18.08,1.25,1,1.41,2.39,1.25,1.58,2.33,1.44,2,3.5,1.33,1,1,15.5,1.38,1.46,1.62,2,2.11,1.6,1.58,1.42,3.11,1.33,1.62,1.44,2.3,1.5,13.44,1.5,1.5,1.43,1.89,1,1.5,2.17
"What proportion of these water sources are protected (Protected water source refers to water sources which, by their construction, protects water from external contamination, especially fecal matter) and providing water fit for DRINKING?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 to 25%,57.48,62.9,95.45,27.27,10,20,83.33,23.53,41.18,25,77.78,83.33,28.57,85.71,16.67,42.86,76.19,25,33.8,0,0,0,33.33,50,47.83,70,0,100,73.24,87.5,50,49.16,100,85.71,0,0,100,25,66.67,50,75,25,47.45,25,0,NA,64.71,68.97,43.75,68.31,16.67,11.11,14.29,75,88.89,100,0,0,50,60,0,0
26 to 50%,29.41,27.42,0,36.36,10,60,0,41.18,58.82,75,11.11,16.67,0,9.52,83.33,14.29,14.29,25,25.35,0,100,10,33.33,50,32.61,20,25,0,25.35,6.25,50,41.97,0,14.29,100,100,0,75,33.33,50,25,25,48.91,75,23.08,NA,35.29,19.54,56.25,22.18,0,22.22,0,25,0,0,66.67,60,37.5,30,100,100
51 to 75%,9.68,8.06,4.55,27.27,10,20,16.67,29.41,0,0,11.11,0,64.29,4.76,0,28.57,9.52,50,30.99,66.67,0,80,33.33,0,15.22,0,25,0,0,3.12,0,7.91,0,0,0,0,0,0,0,0,0,12.5,3.65,0,69.23,NA,0,8.05,0,7.39,33.33,55.56,0,0,11.11,0,33.33,40,0,10,0,0
76 to 100%,3.43,1.61,0,9.09,70,0,0,5.88,0,0,0,0,7.14,0,0,14.29,0,0,9.86,33.33,0,10,0,0,4.35,10,50,0,1.41,3.12,0,0.96,0,0,0,0,0,0,0,0,0,37.5,0,0,7.69,NA,0,3.45,0,2.11,50,11.11,85.71,0,0,0,0,0,12.5,0,0,0
What is the primary water source for drinking water for MOST residents of the site?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water kiosk (Provided by humanitarian aid),19.03,5.88,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,5.26,25,36.76,0,0,0,0,100,6.02,14.29,25,14.29,0,13.33,25,16.29,0,0,0,0,0,50,0,50,14.29,11.11,17.31,63.64,0,0,23.53,26.27,29.41,37.98,0,0,0,0,0,0,0,0,50,20,0,16.67
Vendors or shop,18.57,1.96,90.48,23.08,7.69,0,0,5.56,5.88,0,0,0,0,2.44,25,0,0,0,23.53,0,0,0,0,0,2.41,14.29,0,14.29,27.69,31.67,0,3.01,0,0,0,0,0,0,0,0,0,0,39.1,0,0,0,29.41,22.39,35.29,36.59,0,30,0,66.67,18.75,0,0,0,6.25,0,50,33.33
Piped system,18.52,0,0,0,30.77,0,0,0,0,0,0,0,0,0,25,87.5,94.74,75,27.94,80,0,100,100,0,27.71,42.86,50,0,16.92,31.67,0,5.26,0,0,0,0,0,0,0,50,0,33.33,0,0,7.14,0,47.06,33.43,29.41,18.47,25,30,0,33.33,37.5,0,66.67,100,18.75,80,0,16.67
Protected well with hand pump,8.64,31.37,0,0,0,16.67,0,16.67,5.88,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,3.08,0,75,18.8,0,0,0,0,0,0,0,0,0,11.11,19.87,0,14.29,66.67,0,4.18,5.88,2.09,0,0,0,0,37.5,50,0,0,6.25,0,0,0
Protected well without hand pump,7.87,35.29,0,0,7.69,0,0,5.56,11.76,0,16.67,0,0,0,50,0,0,0,0,0,0,0,0,0,3.61,0,25,0,9.23,15,0,18.05,0,0,0,0,0,0,0,0,0,11.11,10.9,18.18,0,0,0,1.79,0,2.09,12.5,30,0,0,6.25,0,0,0,0,0,0,0
Berkad,7.05,3.92,9.52,38.46,15.38,50,25,22.22,64.71,20,0,33.33,35.71,73.17,0,12.5,0,0,1.47,20,0,0,0,0,1.2,14.29,0,0,20,5,0,8.27,0,0,0,0,0,0,0,0,57.14,0,0.64,0,0,0,0,2.09,0,0,0,0,22.22,0,0,50,0,0,0,0,0,0
Unprotected well,7.05,7.84,0,38.46,7.69,16.67,25,11.11,11.76,80,66.67,33.33,7.14,0,0,0,0,0,0,0,100,0,0,0,1.2,0,0,0,3.08,0,0,12.53,100,100,0,100,100,0,100,0,0,0,8.97,9.09,28.57,0,0,0,0,0,62.5,0,66.67,0,0,0,0,0,0,0,0,0
Water tank and tap,4.37,0,0,0,15.38,0,0,0,0,0,0,0,0,17.07,0,0,0,0,7.35,0,0,0,0,0,3.61,0,0,0,1.54,1.67,0,8.77,0,0,0,0,0,25,0,0,0,11.11,1.28,0,0,0,0,5.37,0,1.39,0,0,0,0,0,0,0,0,18.75,0,0,33.33
River,3.5,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.01,0,0,71.43,16.92,0,0,0,0,0,0,0,0,25,0,0,28.57,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borehole with submersible pump,2.62,3.92,0,0,15.38,0,0,38.89,0,0,0,0,57.14,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,100,0,0,0,0,0,0,0,0,9.09,50,33.33,0,2.09,0,0.7,0,0,11.11,0,0,0,33.33,0,0,0,50,0
Water trucking distribution point,2.62,3.92,0,0,0,16.67,50,0,0,0,0,0,0,4.88,0,0,0,0,2.94,0,0,0,0,0,1.2,0,0,0,1.54,1.67,0,6.77,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,2.09,0,0.35,0,10,0,0,0,0,0,0,0,0,0,0
Other,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0
What is the secondary water source for drinking water for MOST residents of the site?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vendors or shop,27.86,19.61,14.29,0,40,0,0,7.69,0,25,0,14.29,0,50,20,0,65,25,22.54,75,0,80,0,0,44,50,66.67,0,24.53,14.75,0,3.65,0,44.44,0,80,75,0,0,0,16.67,0,54.14,0,0,0,50,36.22,56.25,37.87,0,30,20,50,11.76,0,100,33.33,77.78,85.71,0,40
Water tank and tap,10.57,1.96,80.95,0,0,0,0,0,0,0,0,0,16.67,22.22,0,18.18,10,0,15.49,0,0,0,75,0,2.67,16.67,0,0,5.66,8.2,0,13.8,0,44.44,0,0,0,0,0,0,0,0,3.18,0,0,25,0,12.07,6.25,12.87,0,0,0,0,0,0,0,0,0,0,0,0
Piped system,10.19,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,0,0,9.86,0,0,0,25,100,1.33,16.67,0,16.67,11.32,36.07,0,3.65,0,0,0,0,0,75,0,0,0,37.5,0,0,0,0,31.25,17.65,25,18.38,0,10,0,0,17.65,50,0,0,0,0,0,0
Protected well with hand pump,8.73,19.61,0,0,0,0,0,0,9.09,0,0,0,33.33,0,20,9.09,0,0,0,0,0,0,0,0,4,16.67,0,0,11.32,3.28,0,19.01,0,11.11,0,0,0,0,0,0,0,0,7.64,35.71,9.09,0,0,3.41,0,9.19,0,0,0,0,11.76,0,0,33.33,0,14.29,0,0
Water kiosk (Provided by humanitarian aid),7.91,3.92,4.76,0,0,0,0,0,0,0,0,14.29,0,0,0,18.18,5,0,7.04,0,0,0,0,0,0,0,0,0,3.77,3.28,0,10.68,0,0,0,0,0,0,0,0,0,12.5,10.83,21.43,0,0,18.75,12.07,12.5,7.72,0,0,0,0,0,0,0,0,11.11,0,50,20
Unprotected well,7.8,3.92,0,16.67,0,0,80,0,45.45,75,0,42.86,41.67,2.78,20,9.09,0,0,1.41,0,33.33,0,0,0,9.33,0,33.33,0,5.66,4.92,0,15.1,0,0,50,0,0,0,0,0,0,0,5.1,7.14,81.82,0,0,1.86,0,3.31,40,10,40,0,17.65,0,0,0,11.11,0,0,0
Protected well without hand pump,7.53,5.88,0,0,10,0,0,0,0,0,0,14.29,0,0,0,0,10,0,0,0,33.33,0,0,0,9.33,0,0,0,15.09,16.39,33.33,11.98,50,0,50,20,0,0,0,0,0,0,5.73,21.43,0,0,0,5.26,0,6.62,0,0,0,0,23.53,0,0,0,0,0,50,40
Berkad,6.78,5.88,0,50,10,0,20,38.46,0,0,20,14.29,0,22.22,20,9.09,10,75,8.45,25,0,0,0,0,0,0,0,83.33,20.75,8.2,0,11.46,0,0,0,0,0,0,50,0,50,0,0.64,7.14,0,25,0,2.48,0,1.1,0,10,20,0,0,0,0,0,0,0,0,0
Water trucking distribution point,5.85,3.92,0,25,10,50,0,0,45.45,0,0,0,0,2.78,20,0,0,0,29.58,0,33.33,0,0,0,0,0,0,0,1.89,3.28,33.33,8.07,0,0,0,0,0,0,50,0,0,0,12.74,7.14,0,0,0,3.41,0,0.37,0,10,0,50,5.88,0,0,0,0,0,0,0
River,2.66,31.37,0,0,0,50,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,29.33,0,0,0,0,0,0,0,0,0,0,0,25,25,0,100,33.33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
Other,2.49,0,0,8.33,30,0,0,53.85,0,0,80,0,0,0,0,0,0,0,1.41,0,0,20,0,0,0,0,0,0,0,0,0,1.04,50,0,0,0,0,0,0,0,0,25,0,0,9.09,50,0,2.48,0,0.74,60,30,0,0,0,0,0,0,0,0,0,0
