"data","Somalia","jowhar","hargeysa","buuhoodle","burco","sheikh","caynabo","laas_caanood","owdweyne","ceel_afweyn","xudun","ceerigaabo","laasqoray","bossaso","xamar_weyne","qardho","garowe","burtinle","gaalkacyo","galdogob","hobyo","dhuusamarreeb","cabudwaaq","cadaado","belet_weyne","waaberi","boondheere","marka","afgooye","hodan","wanla_weyn","baidoa","diinsoor","xudur","ceel_barde","waajid","garbahaarey","baardheere","ceel_waaq","doolow","belet_xaawo","luuq","kismayo","afmadow","lughaye","zeylac","dharkenley","daynile","hawl_wadaag","kahda","baki","borama","berbera","gebiley","cabdlcasiis","karaan","shibis","shangaani","wadajir","wardhiigleey","xamar_jabjab","yaaqshiid"
"Average","80.05","51.71","68.08","95.25","93","99.38","97.75","58.83","96.78","93.25","83.78","58","68.87","42.4","46.57","31.83","61.48","35","65.62","69.4","46","16.7","56.75","86.6","65.93","41","25","100","77.91","69.51","98","86.2","99.75","98.33","100","100","86","62.25","92.33","80","88.12","65.54","79.81","88","90.42","84.6","59.85","88.08","77.52","92.51","99.75","81.7","90.1","69","32.22","70","25","44.57","64.63","79.09","100","43.5"
"Solid / finished house, building or apartment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Average","7.86","29.35","24.16","2.12","6.87","0.62","1.12","18.72","2.56","0.38","5.67","30.33","26.67","30.56","27.71","44.5","13.15","63.25","13.92","16","9","5.5","20","2.4","12.35","26.5","50","0","16.43","23.54","0.5","4.17","0","0","0","0","8.25","23","0","0","2.38","16","2.89","2.17","7.95","8.4","9.67","1.37","3.33","0.71","0.38","10.4","8.9","10.75","42.28","0","74.75","49.71","10.21","18.18","0","9"
"Unfinished / non-enclosed building","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Average","1.99","5.67","0.92","0.31","0","0","1.25","0","0","2.62","5.78","8.33","3.67","9.98","11.14","11.5","3.26","0.75","0.8","2.8","20.67","8.9","5.25","9","1.46","1.5","0","0","2.42","2.09","0.83","0.75","0","0","0","0","4","5","0","12.5","3","2.62","1.76","0.56","1.84","4.6","0.81","1.47","16.43","0.95","0","1.9","0.4","4.5","12.67","0","0","0","9.26","0","0","8.17"
"Make-shift shelter OR Tent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Average","6.92","8.26","6.36","2.69","0","0","0","22.5","0.56","2.5","2.56","0","0.13","4.19","4.71","7.5","15.26","1.25","16.45","2.6","28","4.5","4.75","2","14.71","28","25","0","0.87","4.61","0.17","6.99","0","1.67","0","0","2","4.75","8","5","3.38","6.77","7.91","6.78","0","1.6","11.63","7.27","2.38","4.49","0","3.5","0.4","12.5","8.11","30","0","5.86","10.95","1.36","0","18"
"None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Average","0.38","2.58","0.2","0","0","0","0.25","0","0","1.38","2.33","0.78","0","0.02","0","1.08","1.22","0","0","0","0","0","2.38","0","0.68","0","0","0","0.22","0.05","0.17","0.16","0","0","0","0","0.75","3.75","0","0","0","0.77","0","0","0","0","0.04","0.44","0","0.55","0","0","0.1","0","1.94","0","0","0","0.53","2.09","0","1.67"
"In the past 3 months, have fires occurred in this site?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No","82.84","95.65","60","75","73.33","50","50","83.33","66.67","62.5","100","66.67","100","66.67","100","75","22.22","100","76.14","100","100","100","62.5","100","83.7","100","100","71.43","89.87","78.38","100","81.66","58.33","100","100","33.33","25","50","66.67","50","50","84.62","89.56","66.67","68.42","80","81.48","87.13","76.19","90.75","87.5","80","80","100","83.33","100","100","71.43","68.42","63.64","33.33","83.33"
"Yes","17.16","4.35","40","25","26.67","50","50","16.67","33.33","37.5","0","33.33","0","33.33","0","25","77.78","0","23.86","0","0","0","37.5","0","16.3","0","0","28.57","10.13","21.62","0","18.34","41.67","0","0","66.67","75","50","33.33","50","50","15.38","10.44","33.33","31.58","20","18.52","12.87","23.81","9.25","12.5","20","20","0","16.67","0","0","28.57","31.58","36.36","66.67","16.67"
"In the past 3 months, how many shelters have been destroyed by fires in this site?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Average","9.83","21","8.8","4.25","1.5","1.75","4.25","2.33","1.33","2",NA,"1.67",NA,"17.56",NA,"3","6.9",NA,"2.71",NA,NA,NA,"2",NA,"72.07",NA,NA,"4.5","5.12","6.31",NA,"8","16.8",NA,NA,"3","12.67","2.5","20","10","4.25","2","6.26","21.17","1.83","3","24.8","7.7","4.8","6.56","2","3","1.5",NA,"3.67",NA,NA,"1.5","22.83","3.75","4.5","2"
"In the past 12 months, has flooding occurred in this site?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No","64.85","63.77","68","75","26.67","75","75","94.44","66.67","62.5","88.89","55.56","100","0","57.14","16.67","51.85","50","90.91","20","100","70","50","0","21.74","50","75","57.14","89.87","43.24","100","68.76","0","88.89","100","83.33","50","100","66.67","50","100","100","67.03","55.56","94.74","20","51.85","67.82","85.71","64.45","50","90","100","50","55.56","0","75","100","73.68","45.45","33.33","83.33"
"Yes","35.15","36.23","32","25","73.33","25","25","5.56","33.33","37.5","11.11","44.44","0","100","42.86","83.33","48.15","50","9.09","80","0","30","50","100","78.26","50","25","42.86","10.13","56.76","0","31.24","100","11.11","0","16.67","50","0","33.33","50","0","0","32.97","44.44","5.26","80","48.15","32.18","14.29","35.55","50","10","0","50","44.44","100","25","0","26.32","54.55","66.67","16.67"
"In the past 12 months, how many shelters have been destroyed by flooding in this site?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Average","31.05","27.36","76.5","49","197.09","7.5","17","23","14.17","16.67","2","7.75",NA,"70.4","342","32.9","8.85","12.5","53.75","22.5",NA,"58","19.25","90","66.4","17.17","11","6","117.88","28.1",NA,"15.2","6.5","2",NA,"4","15",NA,"10","20",NA,NA,"8.07","21.25","10","34","34.54","26.79","13.67","14.24","43.75","10",NA,"9","9.38","52","2",NA,"43.8","10.5","13.5","20"
"Is there any public lighting throughout the site?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No","70.14","68.12","20","87.5","46.67","75","75","83.33","100","50","100","66.67","60","39.58","42.86","33.33","40.74","50","79.55","100","66.67","80","100","0","60.87","50","75","85.71","92.41","89.19","100","57.39","66.67","100","100","83.33","75","100","66.67","50","87.5","69.23","32.42","55.56","94.74","100","62.96","82.99","76.19","93.06","100","70","90","25","100","50","50","28.57","68.42","63.64","66.67","66.67"
"Yes","29.86","31.88","80","12.5","53.33","25","25","16.67","0","50","0","33.33","40","60.42","57.14","66.67","59.26","50","20.45","0","33.33","20","0","100","39.13","50","25","14.29","7.59","10.81","0","42.61","33.33","0","0","16.67","25","0","33.33","50","12.5","30.77","67.58","44.44","5.26","0","37.04","17.01","23.81","6.94","0","30","10","75","0","50","50","71.43","31.58","36.36","33.33","33.33"
"Within or around this site, is there access to a market where Non-Food Items and/or construction materials can be purchased?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yes","57.23","26.09","28","25","13.33","62.5","75","11.11","33.33","100","22.22","33.33","0","64.58","100","25","29.63","0","14.77","100","33.33","20","25","0","27.17","75","75","28.57","31.65","50","16.67","86.59","91.67","100","100","100","25","75","100","50","25","38.46","59.34","77.78","36.84","0","92.59","61.38","90.48","43.35","0","50","50","100","38.89","50","50","85.71","73.68","72.73","66.67","83.33"
"No","42.77","73.91","72","75","86.67","37.5","25","88.89","66.67","0","77.78","66.67","100","35.42","0","75","70.37","100","85.23","0","66.67","80","75","100","72.83","25","25","71.43","68.35","50","83.33","13.41","8.33","0","0","0","75","25","0","50","75","61.54","40.66","22.22","63.16","100","7.41","38.62","9.52","56.65","100","50","50","0","61.11","50","50","14.29","26.32","27.27","33.33","16.67"
"Which of these items are available for purchase at the market(s)?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Medicines","62","28","14","75","100","80","67","100","50","75","50","33",NA,"45","100","100","62",NA,"31","40","100","50","0",NA,"72","56","100","100","64","68","100","56","27","0","100","100","0","33","67","0","0","80","69","86","86",NA,"72","67","89","68",NA,"100","100","50","86","0","100","67","57","88","100","100"
"Hygienic menstruation materials","51","28","29","75","100","40","0","0","50","12","100","0",NA,"48","86","33","12",NA,"8","20","0","100","100",NA,"80","56","100","50","52","59","100","41","9","0","100","83","0","33","67","0","0","0","52","29","57",NA,"56","66","68","58",NA,"100","100","0","43","0","100","67","64","88","100","100"
"Local construction materials","53","17","57","75","100","60","17","100","50","62","100","67",NA,"19","100","33","0",NA,"54","100","0","100","0",NA,"64","44","100","50","80","57","100","44","0","0","75","33","0","0","33","0","0","0","48","21","86",NA,"76","66","84","63",NA,"100","100","0","43","100","100","83","29","88","50","100"
"Clothes","68","22","29","75","100","80","83","100","67","100","50","67",NA,"29","86","100","12",NA,"15","100","100","100","100",NA,"64","33","67","50","72","46","0","74","82","100","75","17","0","100","100","100","100","40","83","50","100",NA,"80","66","79","61",NA,"100","100","50","29","100","100","100","36","75","100","100"
"Sleeping mats","46","6","29","75","50","40","0","50","50","0","50","67",NA,"10","57","0","0",NA,"69","80","0","50","100",NA,"60","22","67","0","48","30","0","55","55","0","50","33","100","100","100","100","0","20","60","43","86",NA,"56","36","58","35",NA,"40","100","0","29","0","50","50","43","62","50","100"
"Plastic sheets","51","50","71","75","100","100","50","100","50","100","50","67",NA,"26","57","33","0",NA,"46","60","0","100","50",NA,"80","56","67","100","44","27","0","55","18","0","50","17","0","100","67","100","50","0","56","29","100",NA,"28","48","47","46",NA,"100","100","75","29","0","50","50","50","62","50","80"
"Blankets","41","11","14","75","50","100","17","100","50","88","50","67",NA,"6","57","100","25",NA,"15","100","0","100","0",NA,"64","22","67","50","36","24","0","43","45","0","25","17","0","67","100","100","0","0","56","21","100",NA,"28","37","68","36",NA,"100","100","25","29","0","50","50","43","50","50","80"
"Jerry cans or buckets","49","39","71","75","100","100","33","100","33","100","50","67",NA,"16","43","100","25",NA,"54","40","100","50","100",NA,"68","11","33","50","44","51","0","55","55","0","25","17","100","67","100","100","100","20","53","21","86",NA,"8","42","74","37",NA,"100","100","100","57","0","50","50","57","50","50","100"
"Wash basins","44","22","57","75","50","80","33","100","33","75","50","67",NA,"19","57","67","0",NA,"8","40","0","100","100",NA,"64","11","33","0","24","54","0","47","45","0","25","17","100","33","100","100","50","0","66","14","86",NA,"20","44","58","33",NA,"100","100","25","57","0","0","33","43","50","50","100"
"Cooking utensils","46","28","14","75","50","80","50","50","50","88","50","67",NA,"23","43","33","12",NA,"23","40","0","100","100",NA,"52","22","33","0","12","54","0","46","82","11","50","0","0","33","100","0","50","40","69","0","86",NA,"28","51","68","30",NA,"100","100","25","43","0","0","50","50","50","50","100"
"Soap","56","44","57","100","100","60","100","100","50","100","100","100",NA,"74","29","67","0",NA,"23","0","0","100","100",NA,"64","22","33","0","16","51","0","65","91","0","50","0","100","33","67","100","0","100","69","43","100",NA,"20","56","63","34",NA,"100","100","75","57","100","0","33","36","50","50","100"
"Mosquito nets","37","33","29","75","100","40","67","0","33","88","50","33",NA,"13","14","33","0",NA,"0","40","0","100","100",NA,"24","0","33","0","12","35","0","41","36","0","50","0","100","33","100","100","50","0","56","21","14",NA,"12","37","63","23",NA,"20","100","25","57","100","0","17","36","50","50","80"
"Solar lamp","14","39","0","50","0","60","0","50","0","50","0","0",NA,"3","0","33","0",NA,"0","0","0","50","0",NA,"4","0","33","0","4","22","0","11","9","0","0","0","0","0","0","0","0","0","23","0","0",NA,"8","21","37","5",NA,"0","100","0","14","0","0","0","21","38","0","40"
"None","2","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","25",NA,"8","0","0","0","0",NA,"4","33","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0",NA,"0","3","0","8",NA,"0","0","0","14","0","0","0","0","12","0","0"
"How long does it take for MOST residents of the site to WALK to the nearest market where Non-Food Items and/or construction materials can be purchased (TRAVEL ONE WAY)?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Between 15 and 30 minutes","31.49","17.65","28.57","0","0","20","16.67","50","40","0","50","33.33",NA,"22.58","42.86","66.67","12.5",NA,"0","0","100","50","50",NA,"34.78","11.11","33.33","50","54.17","37.84","100","23.03","9.09","100","25","83.33","0","0","0","100","0","0","52.83","50","28.57",NA,"16","38.2","36.84","36",NA,"40","0","25","0","0","0","16.67","50","37.5","50","60"
"Less than 15 minutes","25","41.18","42.86","25","50","40","16.67","50","40","37.5","0","66.67",NA,"38.71","28.57","33.33","87.5",NA,"15.38","0","0","0","0",NA,"8.7","66.67","33.33","0","8.33","35.14","0","19.69","18.18","0","0","0","0","0","0","0","100","80","21.7","7.14","42.86",NA,"68","23.6","42.11","28",NA,"0","0","50","42.86","100","100","50","42.86","25","50","40"
"Between 30minutes and one hour","19.62","23.53","28.57","50","0","0","33.33","0","20","0","50","0",NA,"16.13","0","0","0",NA,"61.54","40","0","0","0",NA,"39.13","0","0","50","4.17","16.22","0","27.95","36.36","0","0","0","0","66.67","33.33","0","0","0","13.21","14.29","0",NA,"0","12.73","10.53","18",NA,"40","20","25","28.57","0","0","16.67","0","25","0","0"
"NC","18.72","17.65","0","0","0","40","33.33","0","0","12.5","0","0",NA,"16.13","28.57","0","0",NA,"15.38","60","0","50","50",NA,"13.04","22.22","33.33","0","33.33","10.81","0","22.24","36.36","0","50","16.67","100","33.33","66.67","0","0","20","11.32","0","14.29",NA,"16","20.6","10.53","16.67",NA,"20","0","0","14.29","0","0","16.67","0","12.5","0","0"
